id,CustomerID,BranchID,ProductID,Date,Time,Quantity,TotalAmount
132,419,115,116,3/5/2020,18:05:58,0.66,5.2932
133,686,123,116,12/17/2020,15:34:51,2.22,17.8044
134,869,112,106,1/21/2020,18:08:09,1.21,16.0688
135,744,106,107,7/29/2020,18:13:12,1.06,8.9782
136,939,126,102,10/30/2020,20:34:09,0.84,9.45
137,104,116,100,2/12/2020,16:33:31,1.68,23.016
138,703,109,101,1/12/2020,19:58:43,2.08,18.5744
139,477,122,116,8/29/2020,16:01:34,1.73,13.8746
140,320,107,104,1/15/2020,12:03:35,2.16,23.22
141,446,133,112,6/3/2020,11:47:50,1.42,20.9024
142,731,102,104,7/2/2020,13:41:50,0.91,9.7825
143,362,124,117,8/7/2020,21:56:42,1.84,27.8024
144,603,116,102,10/25/2020,14:49:42,0.41,4.6125
145,143,115,109,8/20/2020,17:42:22,1.91,15.4137
146,1093,108,100,5/28/2020,14:45:17,1.05,14.385
147,1024,111,106,11/8/2020,21:54:10,1.48,19.6544
148,421,136,114,2/24/2020,14:37:49,0.92,13.1652
149,845,104,116,4/8/2020,21:53:40,1.04,8.3408
150,636,129,107,5/20/2020,16:45:38,2,16.94
151,514,127,116,12/11/2020,21:54:34,1.99,15.9598
152,237,107,116,5/17/2020,14:23:49,0.31,2.4862
153,683,102,107,5/24/2020,19:31:38,2.22,18.8034
154,780,119,108,10/8/2020,21:55:52,0.74,6.7932
155,935,112,110,10/11/2020,12:24:49,2.16,29.3976
156,623,115,108,11/5/2020,13:14:37,2.12,19.4616
157,189,137,119,10/10/2020,11:12:29,0.52,6.5156
158,924,101,116,4/6/2020,13:31:28,0.5,4.01
159,478,131,101,7/15/2020,19:42:49,1.53,13.6629
160,578,125,102,7/5/2020,13:01:00,1.27,14.2875
161,287,115,104,12/3/2020,14:37:40,1.13,12.1475
162,635,114,116,12/20/2020,20:56:55,1.11,8.9022
163,1031,105,105,9/2/2020,14:51:06,2.11,30.384
164,759,114,113,4/9/2020,20:57:18,0.34,3.4204
165,103,101,115,6/8/2020,11:42:19,1.79,15.7162
166,870,123,105,7/12/2020,18:46:09,0.61,8.784
167,585,102,117,12/20/2020,15:03:55,0.73,11.0303
168,987,139,115,2/4/2020,20:41:39,0.73,6.4094
169,337,135,104,1/25/2020,20:12:27,1.68,18.06
170,316,100,110,1/31/2020,11:50:07,0.74,10.0714
171,817,129,119,9/13/2020,14:18:55,1.82,22.8046
172,958,129,104,4/30/2020,21:00:19,1.81,19.4575
173,617,109,111,2/13/2020,11:59:29,0.42,3.1626
174,175,102,118,12/14/2020,18:50:29,1.49,21.7689
175,886,111,116,10/21/2020,20:59:33,2.12,17.0024
176,300,137,104,5/27/2020,20:40:42,1.28,13.76
177,811,135,100,3/23/2020,15:38:11,2.21,30.277
178,1006,114,108,12/27/2020,14:55:40,0.51,4.6818
179,431,127,107,10/28/2020,13:31:16,1.5,12.705
180,1063,134,102,4/5/2020,14:02:04,1.75,19.6875
181,1086,113,110,2/20/2020,21:17:43,2.01,27.3561
182,1081,126,105,8/1/2020,15:41:17,1.64,23.616
183,689,136,100,11/24/2020,12:00:03,1.26,17.262
184,383,103,105,6/3/2020,14:26:35,1.84,26.496
185,200,109,109,12/4/2020,12:01:40,1.28,10.3296
186,600,100,103,10/29/2020,11:58:36,0.83,10.8149
187,471,132,118,3/16/2020,18:01:39,0.88,12.8568
188,687,104,114,1/17/2020,18:14:40,0.56,8.0136
189,976,110,116,1/15/2020,13:34:20,1.65,13.233
190,336,115,108,11/27/2020,20:56:33,1.38,12.6684
191,1007,132,101,11/7/2020,20:02:45,0.99,8.8407
192,117,133,105,10/7/2020,11:20:20,1.05,15.12
193,677,111,107,1/21/2020,12:47:58,1.89,16.0083
194,717,126,117,7/7/2020,11:57:59,2.04,30.8244
195,389,104,106,2/8/2020,20:51:53,2.2,29.216
196,196,108,108,5/12/2020,16:47:02,1.21,11.1078
197,400,139,105,4/3/2020,21:52:06,0.51,7.344
198,439,118,113,5/2/2020,11:04:48,0.83,8.3498
199,846,107,117,12/16/2020,21:26:44,1.54,23.2694
200,662,112,108,11/23/2020,12:37:01,1.72,15.7896
201,835,121,115,6/2/2020,15:03:27,0.64,5.6192
202,310,139,110,6/4/2020,21:04:47,1.16,15.7876
203,112,126,116,11/9/2020,20:32:52,1.52,12.1904
204,778,125,108,2/1/2020,15:37:37,1.86,17.0748
205,282,129,103,1/5/2020,11:31:46,1.73,22.5419
206,204,127,119,1/4/2020,16:46:26,0.62,7.7686
207,474,125,110,6/27/2020,12:08:29,0.83,11.2963
208,166,130,102,1/6/2020,15:35:21,1.81,20.3625
209,660,123,111,3/11/2020,20:27:06,2,15.06
210,1069,132,108,8/14/2020,19:18:44,1.44,13.2192
211,894,107,105,11/4/2020,19:58:25,1.6,23.04
212,782,113,115,4/9/2020,20:37:57,2.12,18.6136
213,609,105,118,2/9/2020,11:15:48,1.77,25.8597
214,515,108,104,1/26/2020,11:42:43,1.25,13.4375
215,766,129,100,8/22/2020,17:30:45,2.01,27.537
216,328,101,106,4/11/2020,13:19:30,2.23,29.6144
217,400,112,109,3/22/2020,13:30:53,1.27,10.2489
218,742,108,118,8/8/2020,11:56:09,1.52,22.2072
219,906,104,118,2/1/2020,15:05:03,2.08,30.3888
220,192,125,117,6/28/2020,11:52:16,1.89,28.5579
221,113,118,113,2/14/2020,18:28:59,1.69,17.0014
222,187,103,117,5/22/2020,14:27:27,1.9,28.709
223,866,134,118,12/7/2020,12:02:34,0.65,9.4965
224,1072,106,103,10/18/2020,16:18:04,2.12,27.6236
225,666,124,114,10/1/2020,21:02:17,0.69,9.8739
226,233,104,118,2/20/2020,21:44:27,1.04,15.1944
227,715,138,100,3/23/2020,20:25:09,0.65,8.905
228,597,119,105,6/7/2020,14:15:46,1.44,20.736
229,621,120,101,11/15/2020,12:59:09,1.44,12.8592
230,116,128,111,4/19/2020,14:43:25,1.66,12.4998
231,441,116,103,9/18/2020,16:40:12,1.84,23.9752
232,363,112,108,6/7/2020,16:43:04,0.66,6.0588
233,1079,123,104,10/30/2020,13:37:04,1.96,21.07
234,321,123,108,11/14/2020,19:10:17,0.57,5.2326
235,950,128,114,5/24/2020,21:45:02,2.17,31.0527
236,863,119,106,11/9/2020,20:42:08,1.12,14.8736
237,579,107,118,5/4/2020,13:52:09,2.29,33.4569
238,236,111,100,9/7/2020,18:22:05,1.82,24.934
239,425,103,114,6/12/2020,19:07:58,0.51,7.2981
240,371,117,104,4/13/2020,13:38:18,1.53,16.4475
241,616,123,100,1/25/2020,17:38:46,1.61,22.057
242,203,102,111,7/1/2020,15:04:55,1.5,11.295
243,326,118,114,2/7/2020,15:38:26,0.79,11.3049
244,671,121,116,2/16/2020,13:01:55,0.52,4.1704
245,160,108,109,7/2/2020,13:29:50,0.73,5.8911
246,896,117,103,2/14/2020,12:05:54,1.02,13.2906
247,261,116,117,6/18/2020,19:13:09,1.72,25.9892
248,589,115,111,3/26/2020,13:02:49,0.89,6.7017
249,716,118,111,7/25/2020,14:06:34,1.12,8.4336
250,913,108,100,1/30/2020,21:38:40,1.84,25.208
251,885,136,116,8/22/2020,19:25:32,0.59,4.7318
252,387,102,100,3/21/2020,19:54:00,2.3,31.51
253,484,135,105,10/17/2020,13:25:59,1.59,22.896
254,258,138,117,5/18/2020,16:07:00,0.48,7.2528
255,112,123,107,5/18/2020,18:46:04,2.04,17.2788
256,679,116,116,9/9/2020,16:19:44,1.56,12.5112
257,932,118,100,3/4/2020,19:56:07,1.26,17.262
258,478,107,113,2/4/2020,11:07:54,1.95,19.617
259,906,125,117,12/13/2020,11:07:05,1.28,19.3408
260,665,116,101,1/3/2020,21:23:58,0.4,3.572
261,899,105,103,3/4/2020,11:46:39,1.05,13.6815
262,921,129,116,6/14/2020,13:36:14,0.93,7.4586
263,271,117,108,1/8/2020,12:47:16,1.16,10.6488
264,204,104,116,5/5/2020,13:27:54,1.84,14.7568
265,779,115,105,4/18/2020,16:06:59,2.06,29.664
266,843,102,100,2/1/2020,11:15:30,2.19,30.003
267,219,105,108,9/2/2020,16:33:13,1.06,9.7308
268,905,128,114,10/30/2020,20:13:16,2.02,28.9062
269,900,111,115,12/3/2020,14:28:16,1.69,14.8382
270,286,103,116,7/14/2020,18:58:31,2.22,17.8044
271,576,126,111,7/29/2020,18:53:24,0.42,3.1626
272,567,113,111,10/30/2020,14:55:11,1.39,10.4667
273,935,137,116,8/14/2020,20:49:10,0.65,5.213
274,1038,102,101,6/26/2020,12:10:16,1.59,14.1987
275,652,108,106,7/17/2020,18:26:43,2.25,29.88
276,752,134,112,12/14/2020,21:02:45,1.52,22.3744
277,753,105,113,2/22/2020,13:29:45,1.39,13.9834
278,404,123,113,9/21/2020,20:13:29,1.68,16.9008
279,1018,113,115,1/16/2020,16:59:02,0.85,7.463
280,843,123,119,9/7/2020,20:07:32,0.82,10.2746
281,815,109,106,11/3/2020,20:40:21,0.42,5.5776
282,328,131,112,8/2/2020,18:12:46,1.27,18.6944
283,529,111,108,8/25/2020,15:43:29,1.74,15.9732
284,784,123,108,5/14/2020,21:18:26,0.55,5.049
285,1027,129,116,4/7/2020,21:18:04,1.27,10.1854
286,925,110,100,7/25/2020,13:40:37,1.4,19.18
287,206,123,115,4/21/2020,18:55:41,2.27,19.9306
288,190,114,119,8/25/2020,14:28:48,0.55,6.8915
289,512,120,106,5/2/2020,16:15:18,1.28,16.9984
290,132,128,101,10/6/2020,18:28:37,1.48,13.2164
291,841,139,107,5/2/2020,17:16:54,1.98,16.7706
292,352,103,107,11/19/2020,21:26:24,1.73,14.6531
293,285,120,110,4/2/2020,11:53:02,2.28,31.0308
294,329,123,110,11/12/2020,13:21:41,0.84,11.4324
295,136,128,115,6/11/2020,17:59:42,0.81,7.1118
296,710,120,110,6/30/2020,13:01:35,0.62,8.4382
297,968,104,103,6/7/2020,12:02:32,0.42,5.4726
298,593,106,116,3/31/2020,14:25:25,1.76,14.1152
299,879,106,116,10/3/2020,16:12:31,0.76,6.0952
300,996,113,103,9/15/2020,15:53:27,0.75,9.7725
301,1020,104,100,9/15/2020,15:59:16,0.32,4.384
302,999,108,112,10/4/2020,16:56:23,1.25,18.4
303,231,119,104,12/21/2020,15:49:35,2.13,22.8975
304,396,103,106,9/19/2020,12:05:09,0.69,9.1632
305,107,102,106,3/9/2020,17:06:36,0.6,7.968
306,336,113,117,8/8/2020,19:48:11,0.65,9.8215
307,1017,118,116,10/13/2020,13:58:17,2.22,17.8044
308,544,110,113,5/4/2020,15:30:04,1.47,14.7882
309,1007,131,119,9/21/2020,20:29:14,0.92,11.5276
310,1041,119,105,7/8/2020,13:01:48,2.12,30.528
311,1095,135,119,12/30/2020,13:57:00,1.09,13.6577
312,278,114,112,4/7/2020,13:19:58,1.79,26.3488
313,1045,109,105,7/31/2020,15:21:41,1.07,15.408
314,916,103,108,8/25/2020,14:42:10,0.88,8.0784
315,421,117,104,7/30/2020,13:22:57,0.95,10.2125
316,242,108,102,5/7/2020,16:28:35,2.25,25.3125
317,992,109,101,1/30/2020,19:30:55,1.42,12.6806
318,505,116,101,5/28/2020,19:03:18,0.85,7.5905
319,647,103,105,1/2/2020,16:38:19,0.49,7.056
320,233,119,104,9/19/2020,17:47:32,1.63,17.5225
321,602,136,111,7/8/2020,20:06:39,1.51,11.3703
322,202,111,119,1/8/2020,21:21:46,0.37,4.6361
323,974,136,118,4/25/2020,11:36:12,1.31,19.1391
324,236,103,116,11/3/2020,18:19:16,2.27,18.2054
325,146,130,112,4/9/2020,21:05:09,0.59,8.6848
326,227,108,117,10/11/2020,17:16:24,1.85,27.9535
327,675,128,101,2/16/2020,12:35:40,1.02,9.1086
328,1016,132,109,8/13/2020,19:43:35,2.14,17.2698
329,504,127,107,9/17/2020,14:48:46,2.11,17.8717
330,1079,136,109,9/3/2020,21:51:26,2.18,17.5926
331,837,139,117,5/17/2020,17:08:36,1.81,27.3491
332,495,113,117,8/3/2020,21:21:13,0.77,11.6347
333,922,104,102,2/4/2020,14:41:04,2.1,23.625
334,559,108,100,9/25/2020,19:59:24,1.97,26.989
335,128,103,115,3/7/2020,13:15:00,0.61,5.3558
336,399,136,116,8/4/2020,15:00:44,1.83,14.6766
337,186,121,107,7/4/2020,11:49:08,1.55,13.1285
338,753,131,113,5/14/2020,12:47:45,0.89,8.9534
339,489,106,102,9/10/2020,12:15:02,0.93,10.4625
340,754,119,118,12/10/2020,19:37:42,0.99,14.4639
341,988,114,113,3/17/2020,20:46:05,0.7,7.042
342,316,139,113,8/8/2020,15:42:38,1.76,17.7056
343,952,103,106,2/8/2020,15:34:51,1.88,24.9664
344,355,137,112,12/2/2020,18:17:13,1.35,19.872
345,547,129,114,1/9/2020,17:49:24,0.62,8.8722
346,905,122,116,2/15/2020,17:51:26,1.89,15.1578
347,458,104,117,1/26/2020,20:16:23,1.88,28.4068
348,511,124,105,2/25/2020,18:06:18,1.02,14.688
349,556,139,100,7/28/2020,18:43:05,1.27,17.399
350,252,123,105,9/21/2020,21:08:26,1.61,23.184
351,176,139,106,1/17/2020,16:31:54,1.43,18.9904
352,802,105,114,1/27/2020,17:17:31,1.96,28.0476
353,157,135,113,5/6/2020,19:06:21,1.09,10.9654
354,313,130,115,5/3/2020,12:32:46,0.66,5.7948
355,304,128,112,8/10/2020,18:35:30,2.25,33.12
356,808,124,116,10/31/2020,17:14:38,0.89,7.1378
357,948,111,108,9/27/2020,13:37:27,0.73,6.7014
358,415,103,102,11/4/2020,17:59:17,2.06,23.175
359,555,101,108,1/10/2020,20:06:07,1.84,16.8912
360,429,128,114,8/16/2020,21:52:35,0.58,8.2998
361,974,125,100,10/14/2020,12:48:53,1.02,13.974
362,960,138,100,9/23/2020,17:33:45,1.4,19.18
363,835,101,119,5/29/2020,12:23:56,0.54,6.7662
364,1084,110,109,8/30/2020,13:27:54,1.75,14.1225
365,309,102,118,6/4/2020,19:13:57,1.65,24.1065
366,899,116,103,7/10/2020,11:09:23,1.86,24.2358
367,995,115,119,1/9/2020,16:19:33,1.33,16.6649
368,744,127,115,1/25/2020,16:51:53,1.25,10.975
369,1005,110,108,4/21/2020,12:58:39,0.46,4.2228
370,604,138,113,11/1/2020,21:24:41,0.82,8.2492
371,446,114,100,8/3/2020,15:32:45,0.85,11.645
372,508,101,100,7/3/2020,16:04:52,1.56,21.372
373,1003,112,103,6/25/2020,21:01:24,1.28,16.6784
374,992,131,111,11/5/2020,14:23:33,0.77,5.7981
375,867,138,101,11/14/2020,20:09:51,0.44,3.9292
376,696,115,110,10/28/2020,17:55:14,1.45,19.7345
377,750,126,106,11/11/2020,16:31:36,1.47,19.5216
378,480,134,119,11/5/2020,19:57:46,2.28,28.5684
379,499,118,107,4/13/2020,11:48:22,2.2,18.634
380,475,135,102,6/2/2020,11:38:38,1.64,18.45
381,576,100,117,5/29/2020,18:28:53,0.67,10.1237
382,989,116,102,7/27/2020,13:56:17,2.14,24.075
383,326,107,107,1/27/2020,14:20:09,1.48,12.5356
384,532,133,103,12/20/2020,13:21:18,1.04,13.5512
385,369,117,102,4/13/2020,21:40:46,0.59,6.6375
386,178,117,104,6/30/2020,18:05:03,1.53,16.4475
387,979,121,105,1/30/2020,21:10:40,0.97,13.968
388,910,116,111,4/3/2020,14:51:00,0.83,6.2499
389,940,124,118,5/6/2020,15:07:48,1.68,24.5448
390,916,131,104,12/14/2020,12:38:14,0.52,5.59
391,576,121,106,6/15/2020,15:54:28,1.78,23.6384
392,599,126,115,8/14/2020,11:37:47,1.7,14.926
393,662,123,118,12/16/2020,11:28:18,0.42,6.1362
394,552,106,109,7/21/2020,18:18:22,0.92,7.4244
395,834,126,104,12/3/2020,19:01:29,0.86,9.245
396,952,114,107,5/10/2020,12:56:48,1.87,15.8389
397,636,104,108,5/18/2020,21:17:03,0.67,6.1506
398,439,110,115,5/21/2020,19:26:49,0.37,3.2486
399,557,127,101,6/27/2020,19:45:24,0.91,8.1263
400,1010,133,113,12/21/2020,20:30:24,1.94,19.5164
401,851,128,119,12/22/2020,12:34:42,2.12,26.5636
402,692,126,115,5/19/2020,16:41:16,2.06,18.0868
403,481,109,101,3/17/2020,14:43:29,0.67,5.9831
404,802,130,101,8/22/2020,11:05:14,2.03,18.1279
405,597,139,116,3/10/2020,15:29:46,0.68,5.4536
406,993,128,107,3/17/2020,13:39:41,1.42,12.0274
407,455,109,105,10/17/2020,17:31:55,1.82,26.208
408,1069,117,113,2/4/2020,14:34:19,0.5,5.03
409,723,131,113,6/12/2020,15:09:49,2.28,22.9368
410,1003,137,110,6/10/2020,21:54:17,0.3,4.083
411,410,124,118,9/8/2020,19:10:06,0.85,12.4185
412,613,118,105,8/10/2020,16:19:40,1.53,22.032
413,786,100,107,5/13/2020,16:35:56,2.05,17.3635
414,389,102,116,7/18/2020,19:30:18,0.7,5.614
415,410,132,112,2/26/2020,20:05:41,2.21,32.5312
416,211,137,107,8/4/2020,19:40:04,1.87,15.8389
417,1083,136,113,10/22/2020,13:54:55,0.67,6.7402
418,870,131,101,5/28/2020,21:21:31,1.52,13.5736
419,845,109,113,9/24/2020,16:08:08,1.32,13.2792
420,527,116,101,12/22/2020,12:04:21,1.48,13.2164
421,190,138,104,4/18/2020,19:29:49,2.3,24.725
422,361,124,115,10/13/2020,21:42:25,1.42,12.4676
423,591,116,118,2/2/2020,13:23:54,1.64,23.9604
424,388,117,104,5/10/2020,21:00:30,1.45,15.5875
425,635,120,115,9/14/2020,13:19:43,0.57,5.0046
426,599,139,114,8/2/2020,12:46:56,1.27,18.1737
427,447,102,102,5/17/2020,19:02:38,1.76,19.8
428,104,105,101,5/12/2020,20:24:52,0.52,4.6436
429,776,100,110,10/30/2020,20:11:03,2,27.22
430,964,117,118,5/1/2020,19:18:31,0.7,10.227
431,611,108,101,12/3/2020,13:13:14,0.33,2.9469
432,566,118,118,9/22/2020,13:42:15,1.73,25.2753
433,415,131,119,7/21/2020,19:53:16,1.12,14.0336
434,596,119,115,9/15/2020,19:30:08,0.77,6.7606
435,236,111,109,12/24/2020,15:56:43,1.36,10.9752
436,699,106,109,4/25/2020,11:31:23,1.81,14.6067
437,734,135,106,6/14/2020,11:48:37,2.13,28.2864
438,133,137,104,11/10/2020,13:24:15,0.71,7.6325
439,281,127,110,11/10/2020,20:44:28,0.76,10.3436
440,562,103,111,11/30/2020,13:10:43,0.98,7.3794
441,413,118,108,2/24/2020,13:53:59,1.34,12.3012
442,910,114,103,10/24/2020,14:03:02,0.86,11.2058
443,886,138,114,1/2/2020,19:48:52,0.47,6.7257
444,475,107,117,9/23/2020,12:49:54,0.9,13.599
445,520,124,112,12/7/2020,12:11:44,1.39,20.4608
446,790,119,118,4/4/2020,20:20:12,1.07,15.6327
447,1055,132,100,12/4/2020,18:28:56,1.99,27.263
448,420,104,119,5/2/2020,15:01:29,0.67,8.3951
449,464,129,100,5/25/2020,20:42:52,1.62,22.194
450,367,113,117,10/19/2020,17:18:23,0.67,10.1237
451,1021,114,109,1/20/2020,21:18:07,0.72,5.8104
452,878,138,100,6/4/2020,21:05:04,2.27,31.099
453,837,104,108,2/19/2020,16:24:54,0.63,5.7834
454,113,113,102,1/31/2020,12:11:46,0.61,6.8625
455,772,133,101,12/22/2020,17:47:46,0.39,3.4827
456,907,131,102,5/8/2020,20:23:42,1.76,19.8
457,161,134,107,7/30/2020,19:23:09,2.14,18.1258
458,307,128,106,9/21/2020,21:22:21,1.96,26.0288
459,947,131,115,6/4/2020,16:34:42,1.32,11.5896
460,658,111,116,7/14/2020,15:20:20,1.96,15.7192
461,339,120,117,10/9/2020,19:14:59,1.72,25.9892
462,410,101,111,12/9/2020,17:33:45,0.33,2.4849
463,158,131,101,4/23/2020,14:20:54,0.83,7.4119
464,298,114,117,8/23/2020,18:08:24,2.21,33.3931
465,1093,112,117,9/11/2020,16:43:19,1.08,16.3188
466,980,117,113,5/11/2020,19:50:33,2.01,20.2206
467,611,102,113,1/2/2020,20:27:02,0.76,7.6456
468,781,119,111,7/13/2020,20:09:57,1.69,12.7257
469,150,117,116,2/23/2020,18:03:14,0.46,3.6892
470,844,122,108,6/27/2020,21:17:02,1.55,14.229
471,637,118,117,8/22/2020,17:11:34,0.78,11.7858
472,163,130,116,10/5/2020,18:32:51,0.71,5.6942
473,573,105,109,8/2/2020,17:04:23,1.9,15.333
474,807,112,119,1/7/2020,16:20:08,0.51,6.3903
475,562,104,110,6/16/2020,18:24:13,1.23,16.7403
476,795,128,119,10/14/2020,15:14:58,0.78,9.7734
477,216,123,110,7/27/2020,19:33:29,1.03,14.0183
478,941,113,113,8/22/2020,17:26:25,2.22,22.3332
479,474,102,104,8/22/2020,12:43:35,0.9,9.675
480,768,105,115,12/30/2020,18:16:33,2.21,19.4038
481,515,133,104,10/19/2020,21:15:18,1.63,17.5225
482,769,113,115,5/9/2020,12:24:53,0.6,5.268
483,155,109,117,8/14/2020,11:55:42,1.63,24.6293
484,516,131,117,1/18/2020,16:29:01,0.39,5.8929
485,1082,119,118,2/27/2020,19:39:39,1.69,24.6909
486,481,114,117,3/21/2020,17:51:38,1.75,26.4425
487,537,119,108,8/26/2020,21:59:57,1.38,12.6684
488,1017,124,109,9/26/2020,19:47:42,1.52,12.2664
489,458,123,108,10/21/2020,14:22:21,0.78,7.1604
490,223,113,100,4/13/2020,11:08:54,0.96,13.152
491,916,102,108,6/23/2020,18:03:04,1.57,14.4126
492,682,126,104,7/7/2020,15:47:34,2.15,23.1125
493,144,129,113,5/27/2020,12:26:26,1.14,11.4684
494,797,107,109,12/25/2020,22:00:00,0.65,5.2455
495,366,132,105,10/17/2020,21:00:16,0.91,13.104
496,422,105,101,10/29/2020,15:16:59,2.24,20.0032
497,145,137,113,10/14/2020,16:09:20,0.94,9.4564
498,856,110,108,8/16/2020,14:46:29,1.8,16.524
499,840,130,118,5/12/2020,21:21:57,1.15,16.8015
500,246,109,108,11/26/2020,20:35:15,1.3,11.934
501,787,135,103,9/24/2020,20:42:51,0.56,7.2968
502,229,126,114,1/17/2020,17:33:40,1.3,18.603
503,121,119,112,11/14/2020,13:37:49,1.62,23.8464
504,207,117,101,8/29/2020,21:59:24,0.82,7.3226
505,520,138,109,2/8/2020,21:39:08,1.82,14.6874
506,938,118,119,8/10/2020,16:28:29,2.05,25.6865
507,603,137,110,9/26/2020,11:46:02,1.63,22.1843
508,766,101,109,6/22/2020,16:33:08,0.67,5.4069
509,1052,117,108,12/5/2020,14:46:05,2.21,20.2878
510,604,111,104,2/4/2020,14:06:37,1.48,15.91
511,455,114,117,5/4/2020,18:16:07,2.1,31.731
512,789,127,106,5/14/2020,13:33:32,0.85,11.288
513,282,113,116,9/4/2020,20:43:53,1.95,15.639
514,840,126,111,2/29/2020,18:58:06,0.58,4.3674
515,617,103,105,12/6/2020,11:54:09,1.7,24.48
516,739,119,116,3/22/2020,14:10:31,2.23,17.8846
517,804,100,119,7/5/2020,17:29:37,0.62,7.7686
518,185,107,106,10/5/2020,17:04:16,2.1,27.888
519,271,129,100,8/18/2020,18:03:10,1.05,14.385
520,107,106,113,2/9/2020,20:55:17,0.66,6.6396
521,326,109,114,1/27/2020,14:51:10,0.81,11.5911
522,176,100,112,6/7/2020,19:20:56,0.76,11.1872
523,926,104,113,1/28/2020,18:05:13,0.75,7.545
524,488,131,109,9/21/2020,12:31:47,0.31,2.5017
525,956,125,102,5/20/2020,15:00:29,0.46,5.175
526,877,129,115,6/8/2020,20:49:25,1.69,14.8382
527,483,133,101,1/14/2020,16:07:42,1.61,14.3773
528,513,114,109,5/9/2020,17:20:23,1.38,11.1366
529,1008,127,112,6/2/2020,16:37:17,1.81,26.6432
530,1069,117,106,2/2/2020,12:07:47,2.15,28.552
531,695,118,108,7/29/2020,14:33:27,1.28,11.7504
532,132,121,106,4/16/2020,13:42:29,1.58,20.9824
533,174,127,119,5/19/2020,20:34:02,2.02,25.3106
534,116,125,102,8/22/2020,20:41:59,1.39,15.6375
535,319,104,119,12/10/2020,19:45:02,0.75,9.3975
536,1099,105,107,6/1/2020,13:59:37,1.17,9.9099
537,323,100,105,10/1/2020,16:25:00,0.78,11.232
538,1079,104,117,7/1/2020,13:22:21,1.5,22.665
539,268,100,108,1/24/2020,19:29:31,1.81,16.6158
540,585,123,119,4/16/2020,12:52:59,1.47,18.4191
541,1098,112,103,6/1/2020,18:38:09,0.57,7.4271
542,924,100,101,8/18/2020,11:10:26,2.03,18.1279
543,345,122,108,12/28/2020,19:48:23,1.29,11.8422
544,141,112,112,7/5/2020,18:37:43,1.78,26.2016
545,1007,120,102,3/7/2020,14:50:41,1.94,21.825
546,192,114,117,3/9/2020,20:49:11,1.04,15.7144
547,988,113,113,5/3/2020,15:45:37,1.21,12.1726
548,601,133,100,2/29/2020,15:06:50,1.2,16.44
549,689,109,105,3/15/2020,13:17:00,0.62,8.928
550,221,114,106,1/29/2020,19:09:27,0.36,4.7808
551,228,119,114,2/27/2020,15:42:58,0.58,8.2998
552,524,109,118,7/20/2020,12:45:55,1.45,21.1845
553,918,114,113,7/1/2020,20:35:55,2.15,21.629
554,301,110,110,2/1/2020,13:28:43,1.16,15.7876
555,1098,120,112,12/24/2020,21:17:00,1.43,21.0496
556,504,111,104,5/25/2020,16:30:12,2.17,23.3275
557,165,105,104,10/24/2020,16:17:42,0.91,9.7825
558,905,125,106,1/4/2020,17:11:30,1.95,25.896
559,152,102,118,3/8/2020,20:52:40,2.22,32.4342
560,1015,103,100,1/24/2020,18:57:54,0.82,11.234
561,207,110,113,1/30/2020,14:40:05,1.69,17.0014
562,1011,101,107,9/24/2020,13:37:39,1.94,16.4318
563,889,129,102,1/17/2020,13:45:41,0.95,10.6875
564,1015,133,110,10/1/2020,15:52:49,1.86,25.3146
565,540,127,110,12/31/2020,13:46:28,1.66,22.5926
